,Expt,ClogP,Polarizability,Name,smiles
2247,0.508,-1.9,166.93900000000005,None,CN(C)C(=O)c1ccccc1C(=O)N(C)C
2248,-3.405,3.14,192.98,None,CCOC(=O)c1ccccc1C(=O)c1ccccc1
2249,-2.557,1.58,179.377,None,CC(C)CCC1(CCO)C(=O)NC(=S)NC1=O
2250,-2.375,1.76,179.377,None,CCCCCC1(CCO)C(=O)NC(=S)NC1=O
2251,-1.791,0.72,165.05200000000005,None,O=C(O)CN1C(=O)NC(=O)C1Cc1ccccc1
2252,0.266,-0.92,166.93900000000005,None,CN(C)C(=O)c1ccc(C(=O)N(C)C)cc1
2253,-4.489,3.79,204.129,None,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1
2254,-2.8680000000000003,0.0854,167.765,None,Nc1ccc(S(=O)(=O)Nc2nncs2)cc1
2255,-2.873,4.0,132.003,None,COc1c(O)cc(Cl)c(Cl)c1Cl
2256,-0.3670000000000001,-1.62,114.48,None,NC(=O)NC1(O)NC(=O)NC1(O)C(=O)O
2257,-3.085,2.11,191.861,None,CCCC(C)CC1(CCO)C(=O)NC(=S)NC1=O
2258,-3.143,2.11,191.861,None,CCC(CC)CC1(CCO)C(=O)NC(=S)NC1=O
2259,-1.811,2.51,210.647,None,Nc1ccc(S(=O)(=O)Nc2ccc(I)nc2)cc1
2260,-1.5219999999999998,-0.88,178.953,None,Cc1c(NC(N)=O)c(=O)n(-c2ccccc2)n1C
2261,-2.7880000000000003,2.92,215.185,None,CC12C=CC(=O)C=C1CCC1C2CCC2(C)C(=O)CCC12
2262,-3.658,3.92,132.003,None,COc1cc(Cl)c(Cl)c(Cl)c1O
2263,-2.102,1.82,144.299,None,CC(=O)C(Oc1ccccc1Cl)C(=O)O
2264,-2.937,1.94,124.807,None,O=C1C=Cc2ccccc2C1=NO
2265,-3.159,0.86,174.83,None,CC(=O)Nc1ccc2nc(S(N)(=O)=O)sc2c1
2266,-3.903,3.09,235.93400000000003,None,CN1c2ccccc2C(O)(c2ccccc2)c2ccccc21
2267,-1.48,0.0537,135.44,None,O=C(O)c1ccccc1C(=O)OCCO
2268,-1.545,2.15,165.983,None,O=C(O)CSC(CC(=O)O)c1ccccc1
2269,-6.001,4.36,196.043,None,COc1ccc(O)c(C(=O)C=Cc2ccccc2)c1
2270,-3.144,0.8,194.679,None,Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1C
2271,-3.165,2.76,126.309,None,COC(=O)c1ccc(O)c(Br)c1
2272,-1.644,1.23,161.52,None,CC(CCC(=O)O)NC(=O)c1ccccc1
2273,-2.825,2.35,232.045,None,O=C(O)c1ccccc1C(=O)OCCOC(=O)c1ccccc1C(=O)O
2274,-1.74,1.36,119.615,None,CC(=O)Nc1ccc(C)cc1F
2275,-1.359,1.93,119.615,None,CC(=O)Nc1ccc(F)cc1C
2276,-3.209,0.72,143.781,None,COc1cc([N+](=O)[O-])c2c(c1OC)C(=O)OC2
2277,-2.873,2.48,118.743,None,COC(=O)c1ccc(O)c(Cl)c1
2278,-3.585,0.98,144.72899999999996,None,CC(=O)CC(C)=Nc1ccc(O)cc1
2279,-0.544,0.26,132.094,None,O=C(NCCO)c1cc(O)ccc1O
2280,-3.535,2.6,198.197,None,CCC1(CC)C(=O)N(c2ccccc2)N=C1OC(C)=O
2281,-3.851,2.52,168.668,None,O=C(O)CCC(=O)c1ccc2ccccc2c1
2282,-1.598,1.25,126.675,None,COC(=O)c1cc(O)c(OC)c(O)c1
2283,-2.057,0.58,155.929,None,Nc1ccc2c(O)cccc2c1S(=O)(=O)O
2284,0.706,-0.0691,109.884,None,O=C(O)Cc1cc(O)ccc1O
2285,-3.716,0.63,201.088,None,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1
2286,0.298,1.02,134.748,None,CN(C)c1cccc(S(=O)(=O)O)c1
2287,-2.2880000000000003,0.94,122.956,None,COc1c(C(=O)O)cccc1C(=O)O
2288,-2.536,0.42,151.622,None,Nc1ccc2cccc(S(=O)(=O)O)c2c1
2289,-2.747,0.42,151.622,None,Nc1ccc2c(S(=O)(=O)O)cccc2c1
2290,0.009000000000000001,0.0419,153.343,None,CC(=O)NC(Cc1ccc(O)cc1)C(=O)O
2291,-2.169,-0.55,139.539,None,NS(=O)(=O)c1cccc(S(N)(=O)=O)c1
2292,-3.942,3.98,191.176,None,Cc1ccc(S(=O)(=O)Oc2ccccc2C)cc1
2293,-0.731,-0.4,163.069,None,NCC(=O)NC(Cc1ccc(O)cc1)C(=O)O
2294,-4.4460000000000015,3.07,207.35,None,COc1cc(NC(=O)c2cccnc2)c2ncccc2c1
2295,-3.553,0.74,144.72899999999996,None,CC(=O)CC(C)=Nc1ccccc1O
2296,-3.2110000000000003,2.22,126.119,None,CCOc1ccc([N+](=O)[O-])cc1N
2297,-3.813,3.99,155.513,None,CCCCCOC(=O)c1ccc(O)cc1
2298,-3.949,4.52,167.997,None,CCCCCCOC(=O)c1ccc(O)cc1
2299,-2.155,-0.84,128.27100000000002,None,NC(=O)c1cccc(S(N)(=O)=O)c1
2300,-3.638,1.75,170.085,None,Nc1ccccc1C=Nc1ccccc1O
2301,-4.073,5.05,180.481,None,CCCCCCCOC(=O)c1ccc(O)cc1
2302,-3.047,0.97,129.917,None,COS(=O)(=O)c1ccc(C(=O)O)cc1
2303,-6.042000000000002,4.4,201.462,None,Nc1ccccc1C(=O)OCC=Cc1ccccc1
2304,-1.413,-0.0842,146.278,None,NC(C(=O)NCC(=O)O)c1ccccc1
2305,-1.886,0.8,209.437,None,CC(=O)CC(C)=Nc1ccc(N=C(C)CC(C)=O)cc1
2306,-3.177,2.39,226.58,None,O=c1[nH]cnc2nc(-c3ccccc3)c(-c3ccccc3)nc12
2307,-3.921,4.04,243.131,None,O=C(O)CN(C(=S)SCc1ccccc1)c1ccccc1
2308,-3.414,1.39,205.217,None,CC(C)c1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
2309,-3.3080000000000003,1.57,205.217,None,CCCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
2310,-2.656,3.19,227.991,None,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(F)(F)F
2311,-3.841,0.81,124.807,None,NC1=CC(=O)C(=O)c2ccccc21
2312,-4.222,5.58,192.965,None,CCCCCCCCOC(=O)c1ccc(O)cc1
2313,-3.0780000000000003,-0.33,136.93200000000002,None,O=C(O)CCP(=O)(O)c1ccccc1
2314,-4.235,3.03,178.545,None,CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2
2315,-0.985,1.78,135.566,None,CC(=O)Nc1cc(Cl)ccc1[N+](=O)[O-]
2316,-1.492,1.2,161.54399999999995,None,N#CCCNC(Cc1ccccc1)C(=O)O
2317,-4.021,3.3,197.756,None,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1
2318,-3.314,3.11,140.692,None,COC(=O)c1ccc(O)c(I)c1
2319,-3.2230000000000003,3.01,131.227,None,CCOC(=O)c1ccc(O)c(Cl)c1
2320,-3.492,3.64,153.17600000000004,None,CCOC(=O)c1ccc(O)c(I)c1
2321,-3.687,4.17,165.66,None,CCCOC(=O)c1ccc(O)c(I)c1
2322,-1.826,-0.00909,203.921,None,CCNC(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O
2323,-2.302,-0.83,128.27100000000002,None,NC(=O)c1ccc(S(N)(=O)=O)cc1
2324,-3.903,4.7,178.144,None,CCCCOC(=O)c1ccc(O)c(I)c1
2325,-3.823,1.92,217.701,None,CC(C)Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
2326,-4.418,3.9,190.316,None,Cc1ccc(C(=O)N(O)c2ccc(Cl)cc2)cc1
2327,-3.672,3.56,190.998,None,O=C(c1ccc(Cl)cc1Cl)N(O)c1ccccc1
2328,-6.005,2.22,257.344,None,O=C(O)c1ccc(P(=O)(c2ccccc2)c2ccc(C(=O)O)cc2)cc1
2329,-3.079,0.57,206.134,None,NS(=O)(=O)c1ccccc1-c1nc2ccccc2c(=O)[nH]1
2330,-4.169,2.33,223.553,None,CC(C)=NNC(=O)NC1c2ccccc2Oc2ccccc21
2331,-1.408,-1.75,104.636,None,NC1C(O)C(O)C(O)C(O)C1O
2332,-2.7230000000000003,1.31,135.89600000000002,None,O=C(O)C=CC(=O)Nc1ccccc1
2333,-4.066,1.29,178.118,None,O=C(O)c1ccc(P(=O)(O)c2ccccc2)cc1
2334,-4.151,1.33,211.626,None,CC(=O)Nc1ccc(S(=O)(=O)Nc2nc(C)cs2)cc1
2335,-3.651,1.57,212.865,None,Nc1ccc(S(=O)(=O)Nc2ncc3c(n2)CCCC3)cc1
2336,-0.045,-0.25,181.843,None,CN1C(=O)C(Cc2ccc(O)cc2)N(CC(=O)O)C1=O
2337,-1.575,1.36,213.005,None,CC(C)CC(N)C(=O)NC(Cc1ccc(O)cc1)C(=O)O
2338,-0.66,1.2,165.56099999999995,None,CN(C)CCNC(=O)NC1CCCCC1
2339,-2.351,2.71,195.626,None,CCN(CC)CC(C)OC(=O)c1ccc(N)cc1
2340,-2.384,2.71,195.626,None,CCN(CC)C(C)COC(=O)c1ccc(N)cc1
2341,-2.069,1.31,213.005,None,CC(C)CC(NC(=O)C(N)Cc1ccc(O)cc1)C(=O)O
2342,-1.629,1.05,228.889,None,CCCCNC(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O
2343,-1.3230000000000002,0.97,151.85299999999995,None,NC(=O)SCC(=O)Nc1ccccc1
2344,-3.847,1.24,162.509,None,O=C(c1ccco1)c1no[n+]([O-])c1C(=O)c1ccco1
2345,-0.484,0.26,170.722,None,O=C(O)CC(O)(CC(=O)O)C(=O)Nc1ccccc1
2346,-0.297,0.0414,138.215,None,CC1C(=O)CCC2C(O)CCC(O)C12
2347,-2.39,1.52,131.455,None,CC(C)C1CCC(=NO)C(=NO)C1
2348,-3.965,2.41,156.423,None,CCC(C)(C)C1CCC(=NO)C(=NO)C1
2349,-6.4060000000000015,3.63,193.875,None,CC(C)(C)CC(C)(C)C1CCC(=NO)C(=NO)C1
2350,-1.022,-0.086,144.578,None,CNC(Cc1ccc(O)c(O)c1)C(=O)O
2351,-3.943,3.84,206.508,None,O=C(c1cccc2ccccc12)N(O)c1ccccc1
2352,-2.885,2.96,197.734,None,CC(=O)NC(CSc1ccc(Cl)c(Cl)c1)C(=O)O
2353,-2.7030000000000003,1.37,161.989,None,O=C(O)CCNC(=O)Nc1ccc([N+](=O)[O-])cc1
2354,-2.311,3.01,197.734,None,CC(=O)NC(CSc1c(Cl)cccc1Cl)C(=O)O
2355,-1.679,0.95,203.915,None,N#CCCN(CCC#N)C(Cc1ccc(O)cc1)C(=O)O
2356,-5.083,3.98,274.97900000000004,None,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)CCC(=O)O)CCC12
2357,-2.908,2.23,231.206,None,O=C(O)CN1C(=O)N(c2ccccc2)C(=O)C1Cc1ccccc1
2358,-1.523,1.56,117.705,None,CC1(C)C(=O)C(=O)C2CCC1C2
2359,-1.256,1.43,130.545,None,CCOC(=O)C(O)c1ccccc1
2360,-1.781,0.5,122.012,None,CC12CCC(CC1=O)C2(C)C(=O)O
2361,-2.523,1.52,137.157,None,CC12CCC(C(=NO)C1=NO)C2(C)C
2362,-0.885,0.82,138.094,None,CC(C(=O)O)S(=O)(=O)c1ccccc1
2363,-1.225,0.26,153.343,None,CC(O)C(NC(=O)c1ccccc1)C(=O)O
2364,-1.225,1.36,153.499,None,O=C(O)CSC(C(=O)O)c1ccccc1
2365,0.385,1.24,149.036,None,CC(CC(=O)Nc1ccccc1)C(=O)O
2366,-2.096,2.08,186.488,None,CCN(CC)C(=O)C(C)OC(=O)c1ccccc1
2367,-0.865,0.35,168.481,None,CC(C(=O)N(C)C)S(=O)(=O)c1ccccc1
2368,-1.74,1.33,165.827,None,COC(C)C(NC(=O)c1ccccc1)C(=O)O
2369,-2.158,0.64,153.343,None,O=C(O)CNC(Cc1ccccc1)C(=O)O
2370,-3.551,3.56,157.559,None,CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O
2371,-1.795,0.57,152.263,None,CC(NC(=O)c1cccc([N+](=O)[O-])c1)C(=O)O
2372,-2.594,-0.0934,157.65,None,O=C(O)CNC(Cc1ccc(O)cc1)C(=O)O
2373,-2.111,1.77,217.531,None,CC(=O)C=C(C)NC1CCCCC1NC(C)=CC(C)=O
2374,-3.102,1.89,232.942,None,OCC(O)C(O)C(O)C=NN(c1ccccc1)c1ccccc1
2375,-4.155,2.88,248.835,None,CC(O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
2376,-4.347,2.88,270.682,None,Cc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1
2377,-3.409,4.69,266.987,None,O=C(O)C(SCCSC(C(=O)O)c1ccccc1)c1ccccc1
2378,-1.469,-0.64,198.351,None,NC(Cc1ccc(O)cc1)C(=O)NCC(=O)NCC(=O)O
2379,-2.3040000000000003,1.21,245.107,None,Cc1c(NC(=O)Nc2ccccc2)c(=O)n(-c2ccccc2)n1C
2380,-1.787,0.52,206.811,None,CCC1(c2ccccc2)C(=O)NC(=O)N(CC(O)CO)C1=O
2381,-1.983,3.29,151.20600000000005,None,Cc1cc(C(=O)CC(C)C)ccc1O
2382,-1.324,1.14,118.971,None,CC1CCC(C)C(=NO)C1=NO
2383,-1.833,1.18,118.971,None,CCC1CCC(=NO)C(=NO)C1
2384,-5.436,5.07,260.295,None,COc1cc(O)c(CC=C(C)C)c2c1C(=O)CC(c1ccc(O)cc1)O2
2385,-3.389,3.29,138.793,None,CCOC(=O)c1ccc(O)c(Br)c1
2386,-3.325,2.21,172.843,None,NC(=O)Cc1ccc(-c2ccccc2)cc1
2387,-3.378,3.54,143.711,None,CCCOC(=O)c1ccc(O)c(Cl)c1
2388,-3.51,3.83,151.27700000000004,None,CCCOC(=O)c1ccc(O)c(Br)c1
2389,-3.072,3.02,246.678,None,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
2390,-2.798,2.5,137.947,None,C=CCOc1ccc([N+](=O)[O-])cc1N
2391,-1.161,-0.49,133.20600000000002,None,COc1ccc(N(C)C(N)=O)cc1
2392,-1.743,2.01,141.181,None,NC(=O)NN=CCOC1CCCCC1
2393,-1.658,0.0437,145.69,None,CCOc1ccc(N(C)C(N)=O)cc1
2394,-3.818,3.29,151.08700000000005,None,CCCCOc1ccc([N+](=O)[O-])cc1N
2395,-1.526,0.7,134.748,None,COc1ccc(C)cc1S(N)(=O)=O
2396,-3.514,4.07,156.195,None,CCCCOC(=O)c1ccc(O)c(Cl)c1
2397,-3.673,4.36,163.761,None,CCCCOC(=O)c1ccc(O)c(Br)c1
2398,-3.16,2.69,149.286,None,Cc1cc(Cl)ccc1OCC(O)=S
2399,-3.954,4.61,168.679,None,CCCCCOC(=O)c1ccc(O)c(Cl)c1
2400,-4.096,4.89,176.245,None,CCCCCOC(=O)c1ccc(O)c(Br)c1
2401,-4.223,5.24,190.628,None,CCCCCOC(=O)c1ccc(O)c(I)c1
2402,-2.657,2.57,138.60299999999998,None,CC(C)Oc1ccc([N+](=O)[O-])cc1N
2403,-3.634,3.14,157.579,None,O=[N+]([O-])c1ccc(O)cc1-c1ccccc1
2404,-1.639,-0.13,143.513,None,CC(C(N)=O)S(=O)(=O)c1ccccc1
2405,-3.953,3.27,157.579,None,O=[N+]([O-])c1c(O)cccc1-c1ccccc1
2406,-1.854,0.58,158.174,None,CCOc1ccc(N(CC)C(N)=O)cc1
2407,-2.685,2.78,149.968,None,OC(=S)COc1ccc(Cl)cc1Cl
2408,-4.087,5.14,181.163,None,CCCCCCOC(=O)c1ccc(O)c(Cl)c1
2409,-4.224,5.42,188.729,None,CCCCCCOC(=O)c1ccc(O)c(Br)c1
2410,-4.428,5.77,203.112,None,CCCCCCOC(=O)c1ccc(O)c(I)c1
2411,-2.997,0.27,155.362,None,COc1cccc(OCC(O)CO)c1OC
2412,-3.411,3.86,148.79399999999995,None,COc1c(O)c(OC)c(Cl)c(Cl)c1Cl
2413,-2.015,1.89,140.859,None,CN(C)c1ccc(C(=O)O)cc1C(=O)O
2414,-4.228,5.67,193.647,None,CCCCCCCOC(=O)c1ccc(O)c(Cl)c1
2415,-4.419,5.95,201.213,None,CCCCCCCOC(=O)c1ccc(O)c(Br)c1
2416,-4.559,6.3,215.596,None,CCCCCCCOC(=O)c1ccc(O)c(I)c1
2417,-1.209,0.74,127.263,None,COc1cc(C(=O)O)c(C(=O)O)cc1O
2418,-2.285,1.44,170.515,None,O=S(=O)(c1cccc(O)c1)c1ccccc1O
2419,-2.33,0.45,170.515,None,O=S(=O)(c1cccc(O)c1)c1cccc(O)c1
2420,-0.33,0.5,144.265,None,CS(=O)(=O)NS(=O)(=O)C1CCCCC1
2421,-4.375,6.2,206.131,None,CCCCCCCCOC(=O)c1ccc(O)c(Cl)c1
2422,-4.518,6.48,213.697,None,CCCCCCCCOC(=O)c1ccc(O)c(Br)c1
2423,-4.672,6.83,228.08,None,CCCCCCCCOC(=O)c1ccc(O)c(I)c1
2424,-3.42,3.06,208.11,None,CCN(CC)C(C)C(C)OC(=O)c1ccc(N)cc1
2425,-3.458,3.38,174.00400000000005,None,CCCCOC(=O)c1ccc(NC(C)=O)cc1
2426,-2.957,3.41,163.134,None,OC(=S)COc1cc(Cl)c(Cl)cc1Cl
2427,-1.523,2.52,186.113,None,CC(=O)OC1C(C2COC(C)(C)O2)OC2OC(C)(C)OC21
2428,-2.41,2.94,193.941,None,O=C(Nc1ccccc1)C(O)COc1ccccc1
2429,-3.369,2.87,193.941,None,CCOc1ccccc1C(=O)N(O)c1ccccc1
2430,-2.351,0.57,216.047,None,NCCNc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
2431,-1.669,1.46,156.416,None,O=C1CC(c2ccccc2)CC(=O)C1[N+](=O)[O-]
2432,-1.396,-0.67,178.05599999999995,None,Nc1ccc(S(=O)(=O)NC(CO)(CO)CO)cc1
2433,-3.1,1.23,188.016,None,CNC(=N)NS(=O)(=O)c1ccc2ccccc2c1
2434,-0.56,0.69,184.318,None,CC(C)(NC(=O)c1ccccc1)C(=O)NCC(=O)O
2435,-2.995,3.99,185.083,None,O=C(O)c1c(Cl)cccc1N=Nc1ccc(O)cc1
2436,-1.645,2.74,208.698,None,CCN(CC)CCOC(=O)c1ccc(NC(C)=O)cc1
2437,-2.877,0.79,240.901,None,CCOC(=O)Cc1sc(NS(=O)(=O)c2ccc(N)cc2)nc1C
2438,-4.495,3.25,235.679,None,Cc1ccc2ccccc2c1NS(=O)(=O)c1ccc(N)cc1
2439,-3.097,5.96,229.223,None,Cc1ccc(NC(=O)C(O)(O)C(=O)Nc2ccc(C)cc2)cc1
2440,-2.022,3.58,279.159,None,O=C(O)C(NCCCCCNC(C(=O)O)c1ccccc1)c1ccccc1
2441,-1.156,0.85,120.7,None,O=[N+]([O-])c1cc(CCO)ccc1O
2442,-2.3,-1.06,167.00599999999997,None,Nc1nc(O)c2ncn(C3C=CC(CO)C3)c2n1
2443,-2.403,0.0285,180.269,None,NS(=O)(=O)c1cc(S(=O)(=O)c2ccc(O)cc2)co1
2444,-3.027,0.84,198.328,None,NS(=O)(=O)c1cc(S(=O)(=O)c2ccc(O)cc2)cs1
2445,-3.024,0.53,192.753,None,COc1ccc(S(=O)(=O)c2coc(S(N)(=O)=O)c2)cc1
2446,-4.222,1.34,210.812,None,COc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1
2447,-2.719,0.15,198.328,None,NS(=O)(=O)c1cc(S(=O)(=O)c2cccc(O)c2)cs1
2448,-2.997,3.19,272.377,None,NC(CCCCNC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O
2449,-3.092,6.41,244.767,None,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
2450,-1.159,1.83,266.16700000000003,None,CC(C)CNCc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1
2451,-0.35700000000000004,2.27,127.732,None,Cc1ccc(S(=O)(=O)[N-]Cl)cc1
2452,-2.9610000000000003,2.7,135.628,None,COc1c(Cl)cc(Cl)c(OC)c1O
2453,-1.078,-1.88,136.99200000000002,None,Nc1ncc2ncn(COCCO)c2n1
2454,-2.6060000000000003,0.7,181.957,None,CC1=CC2OC3CC(O)C(C)(C2(CO)CC1)C31CO1
2455,-3.426,2.17,242.098,None,CC(C)(C)n1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
2456,-4.002,4.1,261.541,None,CCOP(=O)(Cc1ccc(-c2nc3ccccc3s2)cc1)OCC
2457,-2.125,4.31,213.616,None,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1
2458,-4.0,2.27,155.144,None,O=[N+]([O-])c1ccc(-c2nc3cc(F)ccc3[nH]2)o1
2459,-1.265,1.7,141.89600000000004,None,O=S(=O)(O)c1ccc2ccccc2c1
2460,-2.1180000000000003,2.86,244.864,None,C#CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12
2461,-2.71,4.51,180.676,None,CCCCCCCCCCSC(=N)N
2462,1.128,0.25,122.69,None,CCOC(=O)N1CCN(C)CC1
2463,0.652,0.84,135.174,None,CCOC(=O)N1CC(C)NCC1C
2464,-2.389,3.07,171.48,None,Cc1ccc2nc3ccccc3c(N)c2c1
2465,-1.382,-0.62,136.44799999999998,None,CS(=O)(=O)c1ccc(C(=N)N)cc1
2466,0.024,-2.95,149.261,None,CC1CN(C(=N)N)C(C)CN1C(=N)N
2467,-2.396,2.68,159.438,None,Nc1c2ccccc2nc2ccc(F)cc12
2468,-2.122,2.78,159.438,None,Nc1c2ccccc2nc2cc(F)ccc12
2469,-1.655,2.31,159.438,None,Nc1c2ccccc2nc2c(F)cccc12
2470,-0.949,2.86,159.438,None,Nc1c2ccccc2nc2cccc(F)c12
2471,-1.578,3.41,172.162,None,Nc1c2ccccc2nc2cccc(Cl)c12
2472,-1.5319999999999998,6.11,195.457,None,CCCCCCCCCCN1CCCCC1
2473,-2.424,3.23,172.162,None,Nc1c2ccccc2nc2ccc(Cl)cc12
2474,-1.725,3.33,172.162,None,Nc1c2ccccc2nc2cc(Cl)ccc12
2475,-1.092,2.61,188.561,None,CCN(CC)NC(=O)Nc1c(C)cccc1C
2476,-1.386,3.25,219.716,None,OC(c1ccccc1)(c1ccccc1)C1CCNCC1
2477,-1.527,2.41,225.135,None,CN1CCN(C(c2ccccc2)c2ccccc2)CC1
2478,-1.838,2.38,174.707,None,Nc1c2ccccc2nc2cccc([N+](=O)[O-])c12
2479,-0.98,3.38,185.917,None,C1CCC(NCCNC2CCCCC2)CC1
2480,-2.475,3.18,172.80599999999995,None,Nc1c2ccccc2nc2cccc(C(F)(F)F)c12
2481,-2.2430000000000003,6.67,274.385,None,CC(CCNCCNCCC(C)CC(C)(C)C)CC(C)(C)C
2482,-1.545,4.48,221.054,None,OC(CN1CCCCC1)c1ccc(Cl)c2ccccc12
2483,-2.174,3.54,172.80599999999995,None,Nc1c2ccccc2nc2cc(C(F)(F)F)ccc12
2484,-1.6840000000000002,3.85,243.945,None,CCN(CC)CCC(C)(O)c1ccc(OC)c2ccccc12
2485,-1.023,-0.85,178.953,None,N=C(N)c1ccc(CCc2ccc(C(=N)N)o2)o1
2486,-1.493,4.86,243.877,None,CCOc1ccc(C(=O)OCCNC(C)c2ccccc2)cc1
2487,-2.196,2.75,221.197,None,Cc1ccccc1NC(=O)C(=O)C(=O)Nc1ccccc1C
2488,-2.682,0.55,128.69,None,O=C1c2ccccc2C(=NO)C1[N+](=O)[O-]
2489,-2.682,2.36,257.756,None,O=C(CCCN1CCC(O)(c2ccccc2)CC1)c1ccccc1
2490,-1.619,2.82,270.24,None,Cc1ccc(C2(O)CCN(CCCC(=O)c3ccccc3)CC2)cc1
2491,-1.492,3.16,266.738,None,CN(C)CC1CC2C3CC=C4CC(O)CCC4(C)C3CCC2(C)C1=O
2492,-1.206,2.86,206.949,None,c1ccc(CNCCNCc2ccccc2)cc1
2493,-2.967,2.42,258.198,None,O=C(CCCN1CCC(O)(c2ccc(F)cc2)CC1)c1ccccc1
2494,-2.8710000000000004,2.42,258.198,None,O=C(CCCN1CCC(O)(c2ccccc2)CC1)c1ccc(F)cc1
2495,-3.3510000000000004,2.96,270.922,None,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccccc1
2496,-0.942,-0.81,127.159,None,Nc1cc(C(=O)O)cc(S(=O)(=O)O)c1
2497,-2.232,0.43,131.572,None,O=C1C(S(=O)(=O)O)=C([O-])c2ccccc21
2498,-1.903,3.47,219.716,None,OC(c1ccccc1)(c1ccccc1)C1CCCCN1
2499,-4.631,4.99,316.939,None,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1
2500,-2.83,2.47,258.64,None,O=C(CCCN1CCC(O)(c2ccc(F)cc2)CC1)c1ccc(F)cc1
2501,-4.22,4.67,278.581,None,CN1CCC23c4c5ccc(OCc6ccccc6)c4OC2CCCC3C1C5
2502,-0.493,0.64,147.388,None,CC(Sc1ccccc1)S(=O)(=O)O
2503,-1.531,0.6,147.388,None,O=S(=O)(O)CCSc1ccccc1
2504,-0.805,-2.41,94.842,None,O=C1OC(C(O)CO)C(O)=C1O
2505,-0.7979999999999999,2.35,198.732,None,Nc1ccc(S(=O)(=O)Nc2ccccc2C(=O)O)cc1
2506,-1.721,2.29,205.413,None,CN1CCC23C=CC=CC2C1Cc1ccc(O)c(O)c13
2507,-1.959,0.79,233.525,None,COCOc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341
2508,-1.224,3.22,190.384,None,CN(C)CC(O)c1ccc(Cl)c2ccccc12
2509,-2.844,4.49,255.281,None,CCN(CC)CC(OC(=O)c1ccc([N+](=O)[O-])cc1)c1ccccc1
2510,-1.301,2.09,241.634,None,COc1ccc2c3c1OC1C(OC(C)=O)C=CC4C(C2)N(C)CCC341
2511,-1.503,3.52,212.862,None,O=C(OCc1ccccc1)C(OS(=O)(=O)O)c1ccccc1
2512,-3.2880000000000003,-1.03,201.805,None,N=C(N)NN=C1C=CC(=NNC(=N)N)c2ccccc21
2513,-2.537,1.22,177.625,None,O=[N+]([O-])c1cc([N+](=O)[O-])c2ccc(S(=O)(=O)O)cc2c1O
2514,-0.996,1.2,132.339,None,CN(C)C(=O)c1ccc(Cl)cc1
2515,-1.151,0.25,120.722,None,COc1ccc(C(=O)NN)cc1
2516,-2.988,3.11,224.582,None,COc1ccc(CN(CCN(C)C)c2ncccn2)cc1
2517,-0.066,0.37,116.168,None,CCC1(CC)C(=O)N=C([O-])NC1=O
2518,-1.656,1.32,151.622,None,Nc1c(S(=O)(=O)O)ccc2ccccc12
2519,-1.749,2.26,242.29,None,COc1ccc2c3c1OC1C(OC(C)=O)CCC4C(C2)N(C)CCC341
2520,-1.414,4.06,287.568,None,CC(C)CCOC(=O)C1CN2CCC1CC2C(O)c1ccnc2ccccc12
2521,-0.293,-1.21,116.845,None,Cc1cc(O)ccc1S(=O)(=O)O
2522,-1.267,0.4,134.884,None,CN(C)C(=O)c1ccc([N+](=O)[O-])cc1
2523,-3.755,4.43,209.614,None,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21
2524,-1.619,5.0,240.95,None,CN(C)CCCOC1(Cc2ccccc2)CCCCCC1
2525,-0.061,-0.61,126.005,None,COC(=O)C(CO)NC(=O)C(Cl)Cl
2526,-3.259,2.08,184.096,None,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O
