Expt,ClogP,Polarizability,Name,SLN
-4.22,4.67,278.581,None,C[1]C[2]C[3]OCH@1CH2CH2CH2CH@1CH(CH2C=@2CH=CHC=@3OCH2C[33]=CHCH=CHCH=CH@33)N(CH2CH2@1)CH3
-4.7,4.78,141.544,None,C[1](=C(C(=C(C(=C@1Cl)Cl)OH)Cl)Cl)Cl
-0.493,0.64,147.388,None,S(CH(SC[5]=CHCH=CHCH=CH@5)CH3)(=O)(=O)OH
-2.103,1.67,160.745,None,C[1](C[2]=CHCH=CHCH=CH@2)(C(NHC(NHC@1=O)=O)=O)CH2CH3
-1.531,0.6,147.388,None,S(CH2CH2SC[9]=CHCH=CHCH=CH@9)(=O)(=O)OH
-0.805,-2.41,94.842,None,C[1]H(C(=C(C(O@1)=O)OH)OH)CH(CH2OH)OH
-0.798,2.35,198.732,None,S(C[2]=CHCH=C(CH=CH@2)NH2)(NHC[17]=C(C(=O)OH)CH=CHCH=CH@17)(=O)=O
-1.721,2.29,205.413,None,C[1]C[2]=C(CH2CH(CH@1CH=CHCH=CH@1)N(CH2CH2@1)CH3)CH=CHC(=C@2OH)OH
-1.959,0.79,233.525,None,C[1]C[2]C[3]OCH@1CH(CH2CH2CH@1CH(CH2C=@2CH=CHC=@3OCH2OCH3)N(CH2CH2@1)CH3)OH
-1.224,3.22,190.384,None,C[1]=C(CH(CH2N(CH3)CH3)OH)CH=CHC(=C@1CH=CHCH=CH@1)Cl
-4.097,2.52,188.859,None,C[1](C[2]=CHCH=CHCH=CH@2)(C[13]=CHCH=CHCH=CH@13)C(NHC(NH@1)=O)=O
-2.164,-0.12,169.711,None,C[1](S(NHC[5]=NCH=CHCH=N@5)(=O)=O)=CHCH=C(CH=CH@1)NH2
-2.844,4.49,255.281,None,CH(C[3]=CHCH=CHCH=CH@3)(OC(C[16]=CHCH=C(CH=CH@16)N[+1](O[-1])=O)=O)CH2N(CH2CH3)CH2CH3
-1.301,2.09,241.634,None,C[1]C[2]C[3]OCH@1CH(CH=CHCH@1CH(CH2C=@2CH=CHC=@3OCH3)N(CH2CH2@1)CH3)OC(=O)CH3
-2.871,4.67E-02,173.586,None,C[1](S(NHC[5]SCH=CHN=@5)(=O)=O)=CHCH=C(CH=CH@1)NH2
-0.636,0.76,181.123,None,N[1](C(C(=C(N@1CH3)CH3)N(CH3)CH3)=O)C[24]=CHCH=CHCH=CH@24
-1.503,3.52,212.862,None,CH(C[3]=CHCH=CHCH=CH@3)(C(OCH2C[19]=CHCH=CHCH=CH@19)=O)OS(=O)(=O)OH
-3.288,-1.03,201.805,None,C[1]=C(C(CH=CHC@1=[S=N]NNHC(NH2)=NH)=[S=N]NNHC(NH2)=NH)CH=CHCH=CH@1
-2.537,1.22,177.625,None,C[1]C(=C(CH=C(C=@1OH)N[+1](O[-1])=O)N[+1](O[-1])=O)CH=CHC(=CH@1)S(OH)(=O)=O
-1.089,0.27,146.429,None,N[1](C[2]=CHCH=CHCH=CH@2)N(C(=CHC@1=O)CH3)CH3
-1.18,1.53,214.095,None,C[1]HN(CH(CH2CH2@1)CH2CH(CH2@1)OC(CH(C[24]=CHCH=CHCH=CH@24)CH2OH)=O)CH3
-3.102,0.43,203.594,None,C[1]C[2]C[3]OCH@1CH(CH=CHCH@1CH(CH2C=@2CH=CHC=@3OH)N(CH2CH2@1)CH3)OH
-0.996,1.2,132.339,None,C(C[2]=CHCH=C(CH=CH@2)Cl)(N(CH3)CH3)=O
-1.151,0.25,120.722,None,C[1](C(NHNH2)=O)=CHCH=C(CH=CH@1)OCH3
-2.988,3.11,224.582,None,N(C[2]=NCH=CHCH=N@2)(CH2C[14]=CHCH=C(CH=CH@14)OCH3)CH2CH2N(CH3)CH3
-3.822,2.13,167.424,None,CH(C(C[4]=CHCH=CHCH=CH@4)=O)(C[16]=CHCH=CHCH=CH@16)OH
-0.066,0.37,116.168,None,C[1](C(NHC(=NC@1=O)O[-1])=O)(CH2CH3)CH2CH3
-2.291,3.74,253.23,None,C[1]C(=CHC(=C(CH=@1)OCH3)OCH3)CH=CHN=C@1CH2C[28]=CHC(=C(CH=CH@28)OCH3)OCH3
-1.656,1.32,151.622,None,C[1](=C(C[3]=C(CH=CH@1)CH=CHCH=CH@3)NH2)S(=O)(=O)OH
-1.749,2.26,242.29,None,C[1]C[2]C[3]OCH@1CH(CH2CH2CH@1CH(CH2C=@2CH=CHC=@3OCH3)N(CH2CH2@1)CH3)OC(=O)CH3
-1.414,4.06,287.568,None,C[1]H(CH(C[5]C[6]=C(N=CHCH=@5)CH=CHCH=CH@6)OH)N[23]CH2CH(CH(CH2@1)CH2CH2@23)C(OCH2CH2CH(CH3)CH3)=O
-0.293,-1.21,116.845,None,C[1](S(=O)(=O)OH)=C(CH=C(CH=CH@1)OH)CH3
-3.057,0.38,127.787,None,CH(C(OH)=O)(CH2C[10]=CHCH=C(CH=CH@10)OH)NH2
-1.267,0.4,134.884,None,C(C[2]=CHCH=C(CH=CH@2)N[+1](O[-1])=O)(N(CH3)CH3)=O
-2.744,0.73,153.118,None,N[1](C(C(=C(CH=N@1)NH2)Cl)=O)C[13]=CHCH=CHCH=CH@13
-2.88,2.88,201.447,None,C[1](=C(CH=CHCH=CH@1)CH2CH=CH2)OCH2CH(CH2NHCH(CH3)CH3)OH
-3.755,4.43,209.614,None,C[1]C(C[3]=CHCH=CHCH=CH@3)=NCH2CH2N(C=@1CH=CHC(=CH@1)Cl)CH3
-1.619,5,240.95,None,C[1](CH2C[5]=CHCH=CHCH=CH@5)(OCH2CH2CH2N(CH3)CH3)CH2CH2CH2CH2CH2CH2@1
-0.061,-0.61,126.005,None,CH(C(OCH3)=O)(NHC(CH(Cl)Cl)=O)CH2OH
-3.259,2.08,184.096,None,N[1]C(CH(CH2CH2@1)C(OH)=O)=CHCH=C@1C(C[21]=CHCH=CHCH=CH@21)=O
-3.994,3.1,206.493,None,C[1]=C(OCH2CH(CH2NHCH(CH3)CH3)OH)CH=CHCH=C@1CH=CHCH=CH@1
-2.145,4.83,259.985,None,N[1](C[2]=C(SC[5]=C@1CH=CHCH=CH@5)CH=CHCH=CH@2)CH2CH(N(CH2CH3)CH2CH3)CH3
-3.728,2.86,285.734,None,N[1](P(CH2C[6]=CHCH=C(CH=CH@6)C[16]SC[18]=C(N=@16)CH=CHCH=CH@18)(OCH2CH3)=O)C(CH2CH2CH2@1)=O
-6.897,3.65,239.693,None,C[1](=C(C(NHC[6]=C(CH=C(CH=CH@6)F)F)=O)CH=CHCH=N@1)OC[26]=CHC(C(F)(F)F)=CHCH=CH@26
-3.449,5.93,277.731,None,C[1](CH(CH2N[7]CH=NCH=CH@7)OCH2C[19]=C(CH=C(CH=CH@19)Cl)Cl)=C(CH=C(CH=CH@1)Cl)Cl
-4.359,4.54,226.467,None,C[1](C[2]=CHCH=C(CH=CH@2)CH2C(OCH2CH3)=O)SC[26]=C(N=@1)CH=CHCH=CH@26
-2.144,0.64,145.913,None,C[1]=C(NHCH=N@1)N=CHN=C@1SCH2OC(=O)CH3
-1.76,1.97,235.954,None,C[1]C(CH2CH(C(NHCH(C(OH)=O)CH2CH(CH3)CH3)=O)NH2)=CHNHC=@1CH=CHCH=CH@1
-2.603,1.98,242.54,None,C[1]=C(C(C(=CHN@1C(CH2F)(CH3)CH3)C(OH)=O)=O)CH=C(C(=CH@1)N[32]CH2CH2NHCH2CH2@32)F
-3.648,1.17,228.534,None,C[1]N(C[3]HCH2CH2@3)CH=C(C(C=@1CH=C(C(=CH@1)N[22]C[23]HCH2CH(CH2@22)NHCH2@23)F)=O)C(OH)=O
-1.454,1.27,192.711,None,C(OC(NHCH(C(NHCH2C(OCH3)=O)=O)CH2C#CH)=O)(CH3)(CH3)CH3
-5.682,4.83,258.969,None,C[1]H(C(=C(NHC(=C@1C(OCH3)=O)CH3)CH3)C(OCH2CH3)=O)C[34]=C(C(=CHCH=CH@34)Cl)Cl
-2.454,4.7,233.508,None,C[1]H(C[3]HOCH(OCH2@3)C[12]=CHCH=CHCH=CH@12)CH(OCH(O@1)C[29]=CHCH=CHCH=CH@29)C(OH)=O
-1.297,2.92,244.214,None,C[1](=C(C[3]=CHCH=C(CH=CH@3)CH3)N=C[18]N@1CH=C(CH=CH@18)CH3)CH2C(N(CH3)CH3)=O
-4.778,3.46,184.871,None,C[1]C(=CHC(=CHCH=@1)OCH3)CH=CHC(=CH@1)CH(C(OCH3)=O)CH3
-3.699,2.7,212.915,None,C[1](C(C[3]=C(O@1)CH=C(CH=C@3OCH3)OCH3)=O)C(=CHC(CH2CH@1CH3)=O)OCH3
-2.106,1.23,149.692,None,C[1](N(CH=CHC(=CH@1)CH2CH2CH3)CH2CH2C(OH)=O)=O
-0.636,0.32,149.692,None,N[1](C(CH=CHCH=CH@1)=O)CH2CH2CH2CH2CH2C(OH)=O
-4.331,0.53,140.503,None,C[1](C(N(CH2C=@1N[+1](O[-1])=O)CH(CH3)CH3)=O)OCH2CH3
-4.397,3.35,199.628,None,N[1](C(CH=C(CH=CH@1)CH2CH2CH2CH2CH2CH2CH3)=O)CH2CH2C(OH)=O
-7.223,6.77,255.973,None,C[1](=C(C(OCH2CH2CH2CH3)=O)CH=CHCH=CH@1)C(OCH2CH(CH2CH2CH2CH3)CH2CH3)=O
-4.177,3.43,262.801,None,C[1]=C(CH(CH2CH2CH@1CH3)CH(CH3)CH3)N=C(N=CH@1)NHS(C[35]=CHCH=C(CH=CH@35)NH2)(=O)=O
-0.903,0.8,167.154,None,C[1]=C(C(=C[4]C(=C@1CH2NH2)CH=CHO@4)OCH3)OC(CH=CH@1)=O
-3.187,2.71,197.811,None,CH(C[3]=CHCH=CHCH=CH@3)(NHC(CH2C[20]=CHCH=CHCH=CH@20)=O)CH3
-2.681,2.09,143.449,None,C[1]C[2]C(CH=CHC=@1CH=CHCH=N@1)=NCH=CHCH=@2
-4.602,4.03,238.565,None,C[1](C(C[3]=C(O@1)C(=C(CH=C@3OCH3)OCH3)Cl)=O)CH(CH2C(=CHC@1=O)OCH2CH3)CH3
-2.64,4.85,311.035,None,C[1](=C[2]C(=NC[5]=C@1CH=CHC(=CH@5)Cl)CH=CHC(=CH@2)OCH3)NHCH(CH2CH2CH2N(CH2CH3)CH2CH3)CH3
-5.223,4.56,251.049,None,C[1](C(C[3]=C(O@1)C(=C(CH=C@3OCH3)OCH3)Cl)=O)CH(CH2C(=CHC@1=O)OCH2CH2CH3)CH3
-3.567,2.01,229.614,None,C[1]=C(C(C(=CHN@1CH2CH2CH3)C(OH)=O)=O)CH=C(C(=CH@1)N[29]CH2CH2NHCH2CH2@29)F
-1.603,1.19,184.974,None,C[1](=C(C(=NCH=C@1CH2OH)CH3)OH)CH=[S=N]NCH(CH(CH3)CH3)C(=O)OH
-1.625,1.67,230.572,None,N[1]CH(CH(C@1=O)NHC(CH2C[14]=CHCH=CHCH=CH@14)=O)SC(CH@1C(OH)=O)(CH3)CH3
-2.242,-0.48,156.056,None,S(C[2]=CHCH=C(CH=CH@2)NH2)(NHC(=S)NH2)(=O)=O
-1.256,2.36,183.142,None,C[1](C(OCH2CH2N(CH2CH3)CH2CH3)=O)=CHCH=C(CH=CH@1)NH2
-2.387,1.74,241.666,None,C[1]C[2]HC[4]HC[6]HCH2CH@1N(CH2CH2@1)CH2C@6=CHCH2OCH@4CH2C(N@2C[37]=C@1CH=CHCH=CH@37)=O
-2.82,2.52,220.677,None,C(C[2]N=CHCH=CHCH=@2)(C[12]=CHCH=CHCH=CH@12)(OCH2CH2N(CH3)CH3)CH3
-1.98,-1.22,143.416,None,S(C[2]=CHCH=C(CH=CH@2)NH2)(NHC(=NH)NH2)(=O)=O
-1.383,3.39E-02,175.532,None,S(C[2]=CHCH=C(CH=CH@2)NH2)(NHC[17]N=CHCH=CHCH=@17)(=O)=O
-2.143,4.67E-02,173.586,None,S(C[2]=CHCH=C(CH=CH@2)NH2)(NHC[17]=NCH=CHS@17)(=O)=O
-0.962,-0.12,169.711,None,S(C[2]=CHCH=C(CH=CH@2)NH2)(NHC[17]=NCH=CHCH=N@17)(=O)=O
-2.629,0.34,182.195,None,S(C[2]=CHCH=C(CH=CH@2)NH2)(NHC[17]=NC(=CHCH=N@17)CH3)(=O)=O
-2.034,-0.19,170.618,None,S(C[2]=CHCH=C(CH=CH@2)NHC(CH2CH2C(=O)OH)=O)(=O)(=O)NH2
-1.479,2.54,167.09,None,C[1]=C(C(=C(N=C@1CH=CHCH=CH@1)CH2NH2)CH3)CH2CH3
0.159,3.45,155.708,None,C(SCH2CH2CH2CH2CH2CH2CH2CH3)(NH2)=NH
-4.774,3.1,250.193,None,N[1](C[2]=C(C(=C@1CH3)CH2C(OH)=O)CH=C(CH=CH@2)OCH3)C(C[30]=CHCH=C(CH=CH@30)Cl)=O
-4.54,2.97,235.864,None,C[1]H(C[3]=C(N[+1](O[-1])=O)CH=CHCH=CH@3)C(=C(NHC(=C@1C(OCH3)=O)CH3)CH3)C(OCH3)=O
-0.435,-0.8,135.353,None,S(N[2]CH2CH2CH2CH2@2)(N[15]CH2CH2CH2CH2@15)(=O)=O
-0.403,-1,132.445,None,C[1](C(CH2CH2CH=@1)=O)CH2CH2CH(CH2C(OH)=O)OH
-4.332,4.16,145.161,None,CH(CH2ON[+1](O[-1])=O)(ON[+1](O[-1])=O)CH2CH2CH2CH2CH2CH3
-4.449,1.75,195.237,None,S(C[2]=CHC(=CHS@2)C(C[10]=CHCH=C(CH=CH@10)CH3)=O)(=O)(=O)NH2
-3.494,1.21,160.625,None,N[1](C(NHC(C(=CH@1)F)=O)=O)CH2C[15]=CHCH=C(CH=CH@15)Cl
-2.861,0.97,187.06,None,S(C[2]=CHC(=CHS@2)C(C[10]=CHCH=C(CH=CH@10)OH)=O)(=O)(=O)NH2
-2.751,0.53,164.25,None,N[1](C(NHC(C(=CH@1)F)=O)=O)CH2C[15]=CHCH=C(CH=CH@15)OCH3
-4.473,1.34,199.544,None,C[1](S(=O)(=O)NH2)=CHC(=CHS@1)C(C[15]=CHCH=C(CH=CH@15)OCH3)=O
-5.086,5.02,196.275,None,C[1]C[2]=C(CH=C(C=@1OC[9]=C@1CH2CH2CH2CH2@9)CH3)C(=CHC(O@2)=O)CH3
-4.077,2.93,256.019,None,C[1](C(CH(C[5]=C@1N=C(N=CH@5)NHS(C[15]=CHCH=C(CH=CH@15)NH2)(=O)=O)CH2CH2@1)(CH3)CH3)CH3
-1.229,0.15,138.571,None,C[1](=CHCH=C(CH=CH@1)OCH2CH2OH)OCH2CH2OH
-0.585,-9.60E-02,112.336,None,S[1](N(CH2C(OH)=O)CH2CH2CH2CH2@1)(=O)=O
-1.196,2.35,187.481,None,C[1]C[2]CH2N(CH2CH@1CH2CH2CH2C=@1C(=CHCH=@2)CH3)C(=[S=N]NOH)NH2
-1.221,1.11,187.481,None,C[1]C[2]=C(CH=CHC=@1CH2N(CH2CH@1CH2CH2CH2@2)C(NH2)=NH)OCH3
-1.35,1.89,174.997,None,C[1]C[2]HCH2N(CH2C@1=CHCH=CHC=@1CH2CH2CH2@2)C(=[S=N]NOH)NH2
-1.067,1.02,204.072,None,C[1]=C[2]CH2N(CH2C@1=CHCH=CHC@1=CHCH=CH@2)C(NHN(CH3)CH3)=NH
-2.483,1.44,212.837,None,C[1]=C[2]CH2N(CH2C@1=CHCH=CHC@1=CHCH=CH@2)C(NHN=C(CH3)CH3)=NH
-1.999,2.19,186.851,None,C[1]=C[2]CH2N(CH2C@1=CHCH=CHC@1=C(CH=CH@2)Cl)C(=[S=N]NOH)NH2
-1.776,1.8,191.788,None,C[1]C[2]=C(CH=CHC=@1CH2N(CH2CH@1CH2CH2CH2@2)C(=[S=N]NOH)NH2)OCH3
-1.214,1.51,190.476,None,C[1]=C[2]CH2N(CH2C@1=CHCH=CHC@1=CHC(=CH@2)OCH3)C(=[S=N]NOH)NH2
-5.398,5.09,263.533,None,C[1](C(C[3]=C(O@1)C(=C(CH=C@3OCH3)OCH3)Cl)=O)CH(CH2C(=CHC@1=O)OCH2CH2CH2CH3)CH3
-1.832,2.78,245.258,None,C[1]=C[2]CH2N(CH2C@1=CHCH=CHC@1=CHCH=CH@2)C(=[S=N]NC[26]=CHCH=C(CH=CH@26)NH2)NH2
-1.535,0.73,234.238,None,C[1](C(C[3]=CHC(=C(CH=CH@3)OH)CH2N(CH3)CH3)=O)CH=C(SCH=@1)S(=O)(=O)NH2
-2.046,2,254.899,None,C[1](S(=O)(=O)NH2)=CHC(=CHS@1)C(C[15]=CHCH=C(CH=CH@15)CH2NHCH2CH(CH3)CH3)=O
-2.161,0.35,119.642,None,C[1](C(NHNH2)=O)=CHCH=C(CH=CH@1)N[+1](O[-1])=O
-3.371,2.49,283.601,None,C[1](S(=O)(=O)NH2)=CHC(=CHS@1)C(C[15]=CHCH=C(CH=CH@15)CH2NHCH2C[33]=CHCH=CHCH=CH@33)=O
-1.152,2.06,194.346,None,C[1]=C[2]CH2N(CH2C@1=CHCH=CHC@1=CHCH=CH@2)C(NHCH3)=[S=I]NCH3
-1.011,-0.77,116.282,None,N[1](C[2]HOCH2CH2CH2@2)C(NHC(C(=CH@1)F)=O)=O
-5,4.07,238.565,None,C[1](C(C[3]=C(O@1)C(=C(CH=C@3OCH3)OCH3)Cl)=O)C(=CHC(CH2CH@1CH3)=O)OCH2CH3
-2.635,-1.32,177.715,None,N[1](S(C[3]=C(C@1=O)CH=CHCH=CH@3)(=O)=O)C[17]HC(NHCH2CH2CH2@17)=O
-3.193,2.53,127.414,None,C[1]=C(CH=CHC(=CH@1)CH=[S=N]CHC(OH)=O)OCH2O@1
-4.145,4.87,190.207,None,C[1](=C(CH=C(CH=CH@1)OCH2CH2CH2CH2CH2CH3)OH)C(=[S=N]NOH)CH3
-3.886,2.07,154.702,None,C[1](C[2]OC(=CHCH=@2)N[+1](O[-1])=O)NHC[14]=C(N=@1)CH=CHCH=CH@14
-4.886,7,240.143,None,C[1](=C(CH=C(CH=CH@1)OCH2CH2CH2CH2CH2CH2CH2CH2CH2CH3)OH)C(=[S=N]NOH)CH3
-4.06,7.53,252.627,None,C[1](=C(CH=C(CH=CH@1)OCH2CH2CH2CH2CH2CH2CH2CH2CH2CH3)OH)C(=[S=N]NOH)CH2CH3
-3.471,6.41,243.877,None,C[1](C(C[3]=CHCH=CHCH=CH@3)=[S=N]NOH)=C(CH=C(CH=CH@1)OCH2CH2CH2CH2CH2CH3)OH
-4.699,4.6,251.049,None,C[1](C(C[3]=C(O@1)C(=C(CH=C@3OCH3)OCH2CH3)Cl)=O)C(=CHC(CH2CH@1CH3)=O)OCH2CH3
-4.524,4.6,251.049,None,C[1](C(C[3]=C(O@1)C(=C(CH=C@3OCH3)OCH3)Cl)=O)C(=CHC(CH2CH@1CH3)=O)OCH2CH2CH3
-4.118,1.34,161.387,None,C[1]=C(N=C(NHC@1=O)NHC[11]=CHCH=CHCH=CH@11)NHCH=N@1
-3.154,2.34,247.363,None,N[1]CH(CH(C@1=O)NHC(CH2OC[15]=CHCH=C(CH=CH@15)CH3)=O)SC(CH@1C(OH)=O)(CH3)CH3
-3.39,2.36,219.928,None,C[1]C(C[3]=CHCH=CHCH=CH@3)=N[+1](CH2C(=NC=@1CH=CHC(=CH@1)Cl)NHCH3)O[-1]
-1.789,4.42,186.086,None,C[1](=CHCH=C(CH=CH@1)N=[S=N]NN(CH2CH(CH2CH3)CH3)CH3)C(OH)=O
-2.503,1.13,143.855,None,C[1](SC[3]=C(N=@1)CH=CHC(=CH@3)OH)S(=O)(=O)NH2
-2.604,2.86,165.108,None,C[1](C(N(C[4]=CHCH=CHCH=CH@4)OH)=O)=CHC(=CHCH=CH@1)F
-3.206,0.66,177.336,None,C[1](=C(C(NHOH)=O)CH=CHCH=CH@1)N=[S=I]CHC[20]N=CHCH=CHCH=@20
-2.532,3.32,177.592,None,C[1](N(C(C[4]=CHC(=CHCH=CH@4)F)=O)OH)=C(CH=CHCH=CH@1)CH3
-3.407,3.51,202.118,None,N(C[2]=CHC(=CHCH=CH@2)CH3)(C(CH2CH2C[23]=CHCH=CHCH=CH@23)=O)OH
-2.794,3.51,202.118,None,C[1](N(C(CH2CH2C[10]=CHCH=CHCH=CH@10)=O)OH)=C(CH=CHCH=CH@1)CH3
-4.699,5.13,263.533,None,C[1](C(C[3]=C(O@1)C(=C(CH=C@3OCH3)OCH3)Cl)=O)C(=CHC(CH2CH@1CH3)=O)OCH2CH2CH2CH3
-2.634,2.03,199.677,None,C[1]H(CH(CH(OCH(CH@1OH)OH)CH2OH)OH)OC(CH2CH2CH2CH2CH2CH2CH3)=O
-3.498,2.78,244.203,None,C[1](C[2]=C(S(O@1)(=O)=O)CH=CHCH=CH@2)C[16]=C(OC[19]=C@1CH=C(CH=CH@19)OH)CH=CHC(=CH@16)OH
-3.104,2.82,198.248,None,C(C[2]=CHC(=CHC(=CH@2)OCH3)OCH3)(N(C[22]=CHCH=CHCH=CH@22)OH)=O
-4.472,4.02,203.482,None,C[1](C(N(C[4]=CHC(=CHCH=CH@4)CH3)OH)=O)=C(CH=C(CH=CH@1)Cl)Cl
-4.171,4.02,203.482,None,C[1](C(N(C[4]=C(CH=CHCH=CH@4)CH3)OH)=O)=C(CH=C(CH=CH@1)Cl)Cl
-3.645,3.28,210.732,None,C[1](N(C(C[4]=CHC(=CHC(=CH@4)OCH3)OCH3)=O)OH)=C(CH=CHCH=CH@1)CH3
-3.613,3.28,210.732,None,C[1](C(N(C[4]=CHC(=CHCH=CH@4)CH3)OH)=O)=CHC(=CHC(=CH@1)OCH3)OCH3
-1.568,2.36,242.742,None,C[1]HN(CH(CH2CH2@1)CH2CH(CH2@1)OC(CH(C[24]=CHCH=CHCH=CH@24)CH2OS(OH)(=O)=O)=O)CH3
-2.456,2.38,173.99,None,C[1]=C(C(=CHCH=C@1CH=CHCH=CH@1)OH)CH=[S=N]NNHC(NH2)=NH
-1.815,4.49,246.652,None,C(C[2]HCH2CH2CH2CH2CH2@2)(C[19]=CHCH=CHCH=CH@19)(CH2CH2N[36]CH2CH2CH2CH2CH2@36)OH
-2.959,1.48,217.13,None,C[1]=C(C(C(=CHN@1CH2CH3)C(OH)=O)=O)CH=C(C(=CH@1)N[26]CH2CH2NHCH2CH2@26)F
0.132,-0.92,135.09,None,O(C[2]=CHCH=C(CH=CH@2)NHC(=O)CH3)P(OH)(=O)O[-1]
-1.452,1.73,125.448,None,C[1]H(C(N(OH)CH3)=O)CH2CH2CH2CH2CH2CH2@1
-2.035,1.53,131.15,None,C[1]H(C(N(C[5]HCH2CH2CH2CH2CH2@5)OH)=O)CH2CH2@1
-2.699,2.09,143.634,None,C(N(C[3]HCH2CH2CH2CH2CH2@3)OH)(C[22]HCH2CH2CH2@22)=O
-3.155,2.66,156.118,None,C(N(C[3]HCH2CH2CH2CH2CH2@3)OH)(C[22]HCH2CH2CH2CH2@22)=O
-0.424,3.01,148.634,None,C[1](=CHCH=C(CH=CH@1)C(OH)=O)N=[S=N]NN(CH2CH3)CH3
-1.432,3.54,161.118,None,C[1](=CHCH=C(CH=CH@1)C(OH)=O)N=[S=N]NN(CH2CH2CH3)CH3
-1.808,4.07,173.602,None,C[1](=CHCH=C(CH=CH@1)C(OH)=O)N=[S=N]NN(CH2CH2CH2CH3)CH3
-2.367,4.6,186.086,None,C[1](=CHCH=C(CH=CH@1)N=[S=N]NN(CH2CH2CH2CH2CH3)CH3)C(OH)=O
-2.524,5.13,198.57,None,C[1](=CHCH=C(CH=CH@1)N=[S=N]NN(CH2CH2CH2CH2CH2CH3)CH3)C(OH)=O
-3.385,5.66,211.054,None,C[1](=CHCH=C(CH=CH@1)N=[S=N]NN(CH2CH2CH2CH2CH2CH2CH3)CH3)C(OH)=O
-5.474,4.67,219.674,None,C[1](C(N(C[4]=CHCH=C(CH=CH@4)Cl)OH)=O)=CHC[20]=C(CH=CH@1)CH=CHCH=CH@20
-2.31,1.78,143.449,None,C[1]=C[2]C(=CHCH=C@1CH=CHCH=N@1)CH=CHCH=N@2
-2.046,2,254.899,None,C[1](=CHC(=CHS@1)C(C[9]=CHC(=CHCH=CH@9)CH2NHCH2CH(CH3)CH3)=O)S(=O)(=O)NH2
-2.21,2.18,254.899,None,C[1](S(=O)(=O)NH2)=CHC(=CHS@1)C(C[15]=CHCH=C(CH=CH@15)CH2NHCH2CH2CH2CH3)=O
-1.498,2.53,267.383,None,C[1](=CHC(=CHS@1)C(C[9]=CHC(=CHCH=CH@9)CH2NHCH2CH2CH(CH3)CH3)=O)S(=O)(=O)NH2
-1.418,2.14,271.69,None,C[1](C(C[3]=CHC(=C(CH=CH@3)OH)CH2N(CH2CH(CH3)CH3)CH3)=O)CH=C(SCH=@1)S(=O)(=O)NH2
-1.975,1.65,266.167,None,S(C[2]CH=C(SCH=@2)S(=O)(=O)NH2)(C[15]=CHCH=C(CH=CH@15)CH2NHC(CH3)(CH3)CH3)(=O)=O
-1.684,2.02,266.167,None,S(C[2]CH=C(SCH=@2)S(=O)(=O)NH2)(C[15]=CHCH=C(CH=CH@15)CH2NHCH2CH2CH2CH3)(=O)=O
-1.522,0.24,252.424,None,S(C[2]=CHC(=CHS@2)C(C[10]=CHCH=C(CH=CH@10)CH2N[23]CH2CH2OCH2CH2@23)=O)(=O)(=O)NH2
-1.557,1.3,253.683,None,S(C[2]CH=C(SCH=@2)S(=O)(=O)NH2)(C[15]=CHC(=CHCH=CH@15)CH2NHCH(CH3)CH3)(=O)=O
-1.327,1.83,266.167,None,S(C[2]CH=C(SCH=@2)S(=O)(=O)NH2)(C[15]=CHC(CH2NHCH(CH2CH3)CH3)=CHCH=CH@15)(=O)=O
-1.924,0.24,252.424,None,C[1](C(C[3]=CHC(CH2N[10]CH2CH2OCH2CH2@10)=CHCH=CH@3)=O)CH=C(SCH=@1)S(=O)(=O)NH2
-1.845,0.93,276.401,None,C[1](=C(CH=C(CH=CH@1)CH2CH2NHC(CH2NHC[24]=CHC(C(NHCH3)=O)=CHCH=CH@24)=O)OCH3)OCH3
-1.041,1.17,172.542,None,S(C[2]OC[4]=C(CH=@2)CH=C(S@4)CH2NHCH2CH3)(=O)(=O)NH2
-1.327,2.05,197.51,None,S(C[2]OC[4]=C(CH=@2)CH=C(S@4)CH2NHCH2CH(CH3)CH3)(=O)(=O)NH2
-0.922,1.27,201.817,None,S(C[2]OC[4]=C(CH=@2)CH=C(S@4)CH2NHCH2CH2OCH2CH3)(=O)(=O)NH2
-2.686,0.81,263.917,None,C[1](=C(CH=CHC(=CH@1)CH2CH2NHC(CH2NHC[24]=CHC(C(=O)NH2)=CHCH=CH@24)=O)OCH3)OCH3
-0.432,0.47,229.744,None,C[1](C(N(C(NH@1)=O)CH2OP(=O)(OH)O[-1])=O)(C[18]=CHCH=CHCH=CH@18)C[29]=CHCH=CHCH=CH@29
-1.331,1.05,220.391,None,S(C[2]OC[4]=C(CH=@2)CH=C(S@4)CH2NHCH2C[20]N=CHCH=CHCH=@20)(=O)(=O)NH2
-1.718,0.87,136.552,None,C[1](C(OCH2C(NHCH3)=O)=O)=CHCH=CHCH=CH@1
-1.372,0.67,149.036,None,C[1](C(OCH2C(N(CH3)CH3)=O)=O)=CHCH=CHCH=CH@1
-2.539,1.93,161.52,None,C[1](C(OCH2C(NHCH2CH2CH3)=O)=O)=CHCH=CHCH=CH@1
-2.866,2.1,174.004,None,C(NHC(CH2OC(C[10]=CHCH=CHCH=CH@10)=O)=O)(CH3)(CH3)CH3
-2.254,-0.53,160.87,None,C[1]=C(CH=C(S@1)S(=O)(=O)NH2)SCH2CH2CH@1OH
-3.341,2.43,198.972,None,C(N(CH(CH3)CH3)CH(CH3)CH3)(CH2OC(C[28]=CHCH=CHCH=CH@28)=O)=O
